404.00 ,271.00 ,4,5dot
424.00 ,269.00 ,5,
423.00 ,262.00 ,3,
402.00 ,257.00 ,1,
423.00 ,256.00 ,2,
381.00 ,114.00 ,5,k
423.00 ,111.00 ,6,
380.00 ,95.00 ,3,
414.00 ,93.00 ,4,
379.00 ,77.00 ,1,
420.00 ,74.00 ,2,
